,Period,P_err,Amplitude,A_err,T0,T0_err,off,off_err,Probability,False Alarm Probability
0,0.9891504402532417,0.0006152992476960507,4.045822777540647,0.08426224439094072,1816.38031849879,0.0032787525992707834,-0.1659797446592422,0.05958240440683232,0.6719341160505042,2.6261627124217504e-269
1,3.389587218296413,0.054147882412469,0.6138519600436587,0.08227287712535257,1814.6606183965894,0.07230361028434791,0.04176322665996267,0.058175709323064394,0.04666107717764988,2.490795763616342e-10
2,1.11504889419262,0.004828842574971949,0.5867898010554842,0.08037681165167834,1816.5779309556485,0.024308729502152102,0.011395108117138748,0.05683498856905566,0.04556099463157375,4.745871026488363e-10
3,5.6063392827879035,0.1438033302665194,0.49788513086907055,0.07901997201600303,1815.8108279347503,0.14161433700705756,-0.010010636398535082,0.05587555806168697,0.03347699950372649,5.378977744512896e-07
4,2.2446996435039615,0.02675500182845512,0.48243909847895267,0.07768880674293778,1817.1452312761414,0.05752999323714928,0.014434371599590524,0.05493428207022249,0.03340808349808331,5.597697268920326e-07
5,1.3506549410379363,0.010043263164173711,0.4310740845621158,0.07662568772441607,1815.4648598083531,0.03821087775398277,0.010162682946904178,0.0541825434030174,0.027181392758117318,2.0272078270944114e-05
6,0.6184414970562583,0.0026385723403924985,0.3827355261022157,0.07577129180006745,1816.0772822386668,0.019486088466568206,-0.0024080958240772473,0.053578394251092336,0.022176180953217942,0.000357080216998519
7,1.9817342366809982,0.021899792216908003,0.36621502613614454,0.0749828556870739,1816.1900262726422,0.06457900665599564,-0.0022727619694131993,0.05302088572906224,0.020702671661288623,0.0008285678170128134
8,0.5565585355389223,0.0020454438236062306,0.3554359564295616,0.07422328673933891,1816.1334746387251,0.018497362234511816,-0.0017844643637622017,0.0524837893753401,0.0201571882391304,0.0011311424917030037
9,0.4937183681560823,0.0018983297853435782,0.3631029674401651,0.07342300634992795,1815.9989869864721,0.01588919084345917,0.0018513128989867441,0.05191790568513699,0.02144787940063492,0.0005414004345834298
10,1.018005029550119,0.006308596476276232,0.32363015107088483,0.0727820582146625,1816.5258572419514,0.0364372348888491,0.0022692333348913363,0.051464686912301924,0.017382849869026516,0.005494517617741129
11,1.5973077524207002,0.019777924942037523,0.3010633239444322,0.0722203413750584,1815.8847289934963,0.060983228964755457,-0.0006256441797113242,0.05106749312591119,0.015376021131029196,0.017043228081695894
12,0.6709344400702185,0.004004397816238712,0.29439853733047905,0.0716793170740646,1816.3626576538811,0.02599910680128581,0.003409617818913902,0.05068493117389176,0.014926482008875664,0.02194295357051035
13,0.7455346976968795,0.005484969812958476,0.31845183872259547,0.07104966128252405,1815.8113713160967,0.026473187967974623,0.0021516712751351243,0.05023969729388005,0.01749152365109382,0.005165097967095013
14,0.7072516560264638,0.004808057539259121,0.31055526798218575,0.07044220476474325,1815.8119239468047,0.02553219452025968,0.0033646638016965437,0.04981016067088128,0.01702639273896727,0.0067294844383462464
15,0.9030636489609991,0.007116886623794775,0.3054936380045544,0.06984480325139643,1815.9112232612356,0.03286021650670316,-0.0009664919562075642,0.049387734009702644,0.01688954268374086,0.007274080144471487
16,0.9338716650810979,0.006432763216992999,0.27214895693727076,0.0693745725774117,1815.7149798962791,0.03788793855965925,0.002258100171389074,0.04905523071140612,0.013419688691425726,0.05081119683488766
17,3.0650693173310595,0.07093527918104338,0.2705894866558397,0.06889632764896499,1815.8140147111246,0.12420686122616306,0.005199748276301031,0.048717060479433374,0.01373980353438276,0.042561825799232844
18,0.5305156775767748,0.0026457241324754958,0.251943935330417,0.06848403231382172,1816.1023885320367,0.022951113938121097,-0.000979338275270603,0.04842552365210199,0.011932760498304664,0.11401946241210403
19,0.5783103270206257,0.002611547498663523,0.25646822219590054,0.06805436804916026,1816.1730729142248,0.02442325385105071,-0.0015772591181753117,0.048121705136926346,0.012508504761707636,0.08367357750738802
20,1.293638848419457,0.01594376069445952,0.2379138665490894,0.06768354040360201,1815.7313181025274,0.05857286850625734,-0.001656357830452427,0.04785949039410066,0.010868290688458696,0.19837728024950307
21,0.8649420243438527,0.00612138929743091,0.24701223320603868,0.0672819659376233,1815.7673420723152,0.037496207229732154,0.0006625582130334892,0.047575534366055744,0.011831035112637873,0.12035433192511924
22,0.4529148493056079,0.00243630287393325,0.22593819928514883,0.0669426402383455,1815.9887780877223,0.021357472966039123,-0.0013794341350906144,0.047335594863065544,0.010061240852723011,0.2946503484175188
23,3.9894197983294806,0.18707091801172426,0.2231810044165494,0.06660779321894382,1815.6905222485545,0.18949497058535852,0.001654885409481042,0.04709882226498652,0.00997897800220207,0.3062813070858911
24,0.8049484357545035,0.006985331064404833,0.2102145127340164,0.06631132688076598,1815.8168507585024,0.04041226713688343,-0.0013307938315846454,0.04688918890686742,0.008882040646045542,0.4934854285487088
25,0.4421913544683282,0.002184440333454515,0.20118246170363455,0.06603853437058134,1816.2832972085268,0.023101367396687625,-0.0009969070252050225,0.04669629547305896,0.008210705895154456,0.630180706393824
